client_id,date,consumption_kwh
C0059,2023-01-13,18.01
C0059,2023-01-14,19.27
C0059,2023-01-15,20.44
C0059,2023-01-16,21.06
C0059,2023-01-17,20.46
C0059,2023-01-18,19.09
C0059,2023-01-19,18.58
C0059,2023-01-20,20.66
C0059,2023-01-21,18.3
C0059,2023-01-22,17.02
C0059,2023-01-23,17.61
C0059,2023-01-24,24.36
C0059,2023-01-25,16.22
C0059,2023-01-26,17.47
C0059,2023-01-27,21.41
C0059,2023-01-28,23.9
C0059,2023-01-29,20.5
C0059,2023-01-30,22.26
C0059,2023-01-31,20.14
C0059,2023-02-01,17.17
C0059,2023-02-02,17.69
C0059,2023-02-03,17.04
C0059,2023-02-04,13.92
C0059,2023-02-05,13.52
C0059,2023-02-06,16.48
C0059,2023-02-07,17.06
C0059,2023-02-08,18.93
C0059,2023-02-09,17.44
C0059,2023-02-10,16.82
C0059,2023-02-11,20.81
C0059,2023-02-12,19.18
C0059,2023-02-13,20.5
C0059,2023-02-14,19.42
C0059,2023-02-15,13.84
C0059,2023-02-16,18.54
C0059,2023-02-17,18.44
C0059,2023-02-18,19.6
C0059,2023-02-19,18.61
C0059,2023-02-20,17.96
C0059,2023-02-21,18.37
C0059,2023-02-22,17.61
C0059,2023-02-23,21.98
C0059,2023-02-24,20.98
C0059,2023-02-25,22.72
C0059,2023-02-26,23.17
C0059,2023-02-27,15.72
C0059,2023-02-28,19.02
C0059,2023-03-01,21.61
C0059,2023-03-02,18.78
C0059,2023-03-03,21.2
C0059,2023-03-04,19.25
C0059,2023-03-05,17.8
C0059,2023-03-06,22.61
C0059,2023-03-07,16.13
C0059,2023-03-08,19.08
C0059,2023-03-09,14.92
C0059,2023-03-10,24.45
C0059,2023-03-11,19.16
C0059,2023-03-12,17.87
C0059,2023-03-13,16.94
C0059,2023-03-14,20.8
C0059,2023-03-15,20.1
C0059,2023-03-16,21.63
C0059,2023-03-17,18.53
C0059,2023-03-18,17.85
C0059,2023-03-19,17.48
C0059,2023-03-20,18.71
C0059,2023-03-21,17.91
C0059,2023-03-22,17.82
C0059,2023-03-23,17.66
C0059,2023-03-24,20.11
C0059,2023-03-25,20.7
C0059,2023-03-26,21.09
C0059,2023-03-27,22.48
C0059,2023-03-28,17.66
C0059,2023-03-29,16.96
C0059,2023-03-30,17.69
C0059,2023-03-31,21.59
C0059,2023-04-01,22.97
C0059,2023-04-02,21.54
C0059,2023-04-03,16.17
C0059,2023-04-04,19.9
C0059,2023-04-05,22.24
C0059,2023-04-06,20.64
C0059,2023-04-07,22.17
C0059,2023-04-08,16.73
C0059,2023-04-09,16.1
C0059,2023-04-10,21.59
C0059,2023-04-11,18.79
C0059,2023-04-12,17.18
C0059,2023-04-13,20.13
C0059,2023-04-14,20.25
C0059,2023-04-15,18.94
C0059,2023-04-16,18.56
C0059,2023-04-17,19.73
C0059,2023-04-18,20.12
C0059,2023-04-19,18.12
C0059,2023-04-20,21.78
C0059,2023-04-21,17.44
C0059,2023-04-22,18.22
C0059,2023-04-23,21.41
C0059,2023-04-24,23.86
C0059,2023-04-25,21.08
C0059,2023-04-26,22.64
C0059,2023-04-27,19.04
C0059,2023-04-28,23.21
C0059,2023-04-29,18.1
C0059,2023-04-30,16.28
C0059,2023-05-01,16.13
C0059,2023-05-02,17.27
C0059,2023-05-03,21.9
C0059,2023-05-04,20.05
C0059,2023-05-05,22.79
C0059,2023-05-06,15.33
C0059,2023-05-07,17.63
C0059,2023-05-08,19.21
C0059,2023-05-09,17.19
C0059,2023-05-10,19.37
C0059,2023-05-11,21.58
C0059,2023-05-12,20.56
C0059,2023-05-13,18.14
C0059,2023-05-14,21.43
C0059,2023-05-15,18.63
C0059,2023-05-16,21.76
C0059,2023-05-17,21.56
C0059,2023-05-18,23.07
C0059,2023-05-19,21.41
C0059,2023-05-20,19.4
C0059,2023-05-21,16.93
C0059,2023-05-22,21.0
C0059,2023-05-23,19.01
C0059,2023-05-24,20.1
C0059,2023-05-25,19.0
C0059,2023-05-26,19.56
C0059,2023-05-27,15.8
C0059,2023-05-28,19.22
C0059,2023-05-29,20.22
C0059,2023-05-30,20.68
C0059,2023-05-31,17.69
C0059,2023-06-01,21.47
C0059,2023-06-02,18.35
C0059,2023-06-03,17.33
C0059,2023-06-04,20.61
C0059,2023-06-05,22.16
C0059,2023-06-06,16.97
C0059,2023-06-07,16.39
C0059,2023-06-08,16.92
C0059,2023-06-09,18.16
C0059,2023-06-10,20.49
C0059,2023-06-11,20.74
C0059,2023-06-12,17.4
C0059,2023-06-13,20.17
C0059,2023-06-14,19.02
C0059,2023-06-15,17.8
C0059,2023-06-16,15.78
C0059,2023-06-17,19.09
C0059,2023-06-18,17.62
C0059,2023-06-19,15.94
C0059,2023-06-20,19.13
C0059,2023-06-21,17.73
C0059,2023-06-22,18.85
C0059,2023-06-23,15.58
C0059,2023-06-24,17.11
C0059,2023-06-25,16.24
C0059,2023-06-26,20.74
C0059,2023-06-27,16.0
C0059,2023-06-28,19.05
C0059,2023-06-29,19.71
C0060,2023-01-01,20.47
C0060,2023-01-02,16.17
C0060,2023-01-03,21.88
C0060,2023-01-04,16.75
C0060,2023-01-05,14.08
C0060,2023-01-06,16.14
C0060,2023-01-07,17.75
C0060,2023-01-08,16.05
C0060,2023-01-09,19.66
C0060,2023-01-10,16.77
C0060,2023-01-11,14.91
C0060,2023-01-12,16.75
C0060,2023-01-13,12.88
C0060,2023-01-14,20.18
C0060,2023-01-15,18.69
C0060,2023-01-16,18.89
C0060,2023-01-17,19.33
C0060,2023-01-18,17.43
C0060,2023-01-19,17.01
C0060,2023-01-20,16.08
C0060,2023-01-21,20.68
C0060,2023-01-22,18.22
C0060,2023-01-23,15.5
C0060,2023-01-24,18.05
C0060,2023-01-25,18.68
C0060,2023-01-26,18.15
C0060,2023-01-27,16.11
C0060,2023-01-28,17.82
C0060,2023-01-29,19.08
C0060,2023-01-30,19.57
C0060,2023-01-31,20.45
C0060,2023-02-01,17.54
C0060,2023-02-02,17.5
C0060,2023-02-03,19.2
C0060,2023-02-04,18.74
C0060,2023-02-05,17.39
C0060,2023-02-06,18.87
C0060,2023-02-07,15.29
C0060,2023-02-08,20.35
C0060,2023-02-09,18.97
C0060,2023-02-10,15.64
C0060,2023-02-11,19.7
C0060,2023-02-12,20.26
C0060,2023-02-13,20.94
C0060,2023-02-14,15.74
C0060,2023-02-15,18.86
C0060,2023-02-16,21.35
C0060,2023-02-17,20.67
C0060,2023-02-18,18.71
C0060,2023-02-19,20.03
C0060,2023-02-20,21.31
C0060,2023-02-21,19.44
C0060,2023-02-22,17.0
C0060,2023-02-23,16.77
C0060,2023-02-24,12.0
C0060,2023-02-25,15.89
C0060,2023-02-26,21.76
C0060,2023-02-27,22.06
C0060,2023-02-28,20.1
C0060,2023-03-01,19.95
C0060,2023-03-02,22.33
C0060,2023-03-03,14.29
C0060,2023-03-04,19.6
C0060,2023-03-05,16.77
C0060,2023-03-06,20.25
C0060,2023-03-07,19.5
C0060,2023-03-08,14.99
C0060,2023-03-09,12.64
C0060,2023-03-10,18.29
C0060,2023-03-11,17.15
C0060,2023-03-12,18.12
C0060,2023-03-13,19.38
C0060,2023-03-14,20.63
C0060,2023-03-15,20.73
C0060,2023-03-16,18.28
C0060,2023-03-17,19.67
C0060,2023-03-18,19.52
C0060,2023-03-19,18.75
C0060,2023-03-20,20.15
C0060,2023-03-21,22.42
C0060,2023-03-22,18.09
C0060,2023-03-23,20.14
C0060,2023-03-24,14.18
C0060,2023-03-25,19.71
C0060,2023-03-26,18.51
C0060,2023-03-27,20.51
C0060,2023-03-28,19.64
C0060,2023-03-29,18.6
C0060,2023-03-30,18.41
C0060,2023-03-31,17.04
C0060,2023-04-01,17.43
C0060,2023-04-02,19.46
C0060,2023-04-03,22.12
C0060,2023-04-04,15.07
C0060,2023-04-05,18.93
C0060,2023-04-06,18.25
C0060,2023-04-07,22.68
C0060,2023-04-08,14.98
C0060,2023-04-09,20.11
C0060,2023-04-10,14.19
C0060,2023-04-11,17.36
C0060,2023-04-12,18.6
C0060,2023-04-13,20.45
C0060,2023-04-14,21.7
C0060,2023-04-15,20.79
C0060,2023-04-16,16.68
C0060,2023-04-17,17.88
C0060,2023-04-18,15.79
C0060,2023-04-19,18.93
C0060,2023-04-20,18.89
C0060,2023-04-21,21.79
C0060,2023-04-22,17.75
C0060,2023-04-23,16.78
C0060,2023-04-24,15.51
C0060,2023-04-25,20.7
C0060,2023-04-26,20.94
C0060,2023-04-27,17.43
C0060,2023-04-28,22.72
C0060,2023-04-29,16.64
C0060,2023-04-30,15.73
C0060,2023-05-01,18.18
C0060,2023-05-02,16.29
C0060,2023-05-03,16.25
C0060,2023-05-04,16.72
C0060,2023-05-05,18.21
C0060,2023-05-06,15.25
C0060,2023-05-07,20.86
C0060,2023-05-08,18.15
C0060,2023-05-09,24.5
C0060,2023-05-10,18.74
C0060,2023-05-11,17.75
C0060,2023-05-12,20.11
C0060,2023-05-13,19.35
C0060,2023-05-14,17.32
C0060,2023-05-15,22.92
C0060,2023-05-16,19.69
C0060,2023-05-17,20.42
C0060,2023-05-18,13.75
C0060,2023-05-19,20.47
C0060,2023-05-20,20.08
C0060,2023-05-21,16.34
C0060,2023-05-22,15.78
C0060,2023-05-23,14.29
C0060,2023-05-24,14.95
C0060,2023-05-25,13.88
C0060,2023-05-26,18.32
C0060,2023-05-27,17.92
C0060,2023-05-28,18.57
C0060,2023-05-29,18.24
C0060,2023-05-30,15.16
C0060,2023-05-31,23.4
C0060,2023-06-01,19.45
C0060,2023-06-02,19.42
C0060,2023-06-03,19.74
C0060,2023-06-04,22.43
C0060,2023-06-05,22.98
C0060,2023-06-06,16.84
C0060,2023-06-07,25.51
C0060,2023-06-08,19.11
C0060,2023-06-09,20.55
C0060,2023-06-10,20.45
C0060,2023-06-11,19.34
C0060,2023-06-12,15.8
C0060,2023-06-13,13.05
C0060,2023-06-14,13.73
C0060,2023-06-15,14.42
C0060,2023-06-16,22.14
C0060,2023-06-17,18.0
C0060,2023-06-18,18.88
C0060,2023-06-19,15.59
C0060,2023-06-20,18.11
C0060,2023-06-21,22.35
C0060,2023-06-22,17.89
C0060,2023-06-23,18.39
C0060,2023-06-24,21.09
C0060,2023-06-25,18.99
C0060,2023-06-26,18.54
C0060,2023-06-27,23.41
C0060,2023-06-28,24.44
C0060,2023-06-29,19.63
C0061,2023-01-01,16.11
C0061,2023-01-02,11.66
C0061,2023-01-03,18.24
C0061,2023-01-04,15.8
C0061,2023-01-05,15.2
C0061,2023-01-06,12.72
C0061,2023-01-07,15.02
C0061,2023-01-08,11.04
C0061,2023-01-09,14.16
C0061,2023-01-10,13.03
C0061,2023-01-11,16.39
C0061,2023-01-12,13.35
C0061,2023-01-13,11.89
C0061,2023-01-14,10.29
C0061,2023-01-15,13.77
C0061,2023-01-16,16.42
C0061,2023-01-17,12.35
C0061,2023-01-18,18.71
C0061,2023-01-19,10.57
C0061,2023-01-20,14.22
C0061,2023-01-21,14.74
C0061,2023-01-22,15.8
C0061,2023-01-23,11.77
C0061,2023-01-24,17.62
C0061,2023-01-25,16.39
C0061,2023-01-26,14.38
C0061,2023-01-27,16.08
C0061,2023-01-28,17.21
C0061,2023-01-29,11.91
C0061,2023-01-30,10.6
C0061,2023-01-31,14.92
C0061,2023-02-01,16.3
C0061,2023-02-02,11.87
C0061,2023-02-03,13.9
C0061,2023-02-04,15.12
C0061,2023-02-05,17.47
C0061,2023-02-06,10.9
C0061,2023-02-07,16.1
C0061,2023-02-08,17.14
C0061,2023-02-09,17.76
C0061,2023-02-10,11.84
C0061,2023-02-11,14.85
C0061,2023-02-12,10.92
C0061,2023-02-13,17.39
C0061,2023-02-14,17.1
C0061,2023-02-15,16.11
C0061,2023-02-16,12.33
C0061,2023-02-17,16.82
C0061,2023-02-18,16.2
C0061,2023-02-19,15.78
C0061,2023-02-20,15.6
C0061,2023-02-21,11.01
C0061,2023-02-22,16.72
C0061,2023-02-23,14.55
C0061,2023-02-24,13.95
C0061,2023-02-25,12.79
C0061,2023-02-26,16.17
C0061,2023-02-27,13.38
C0061,2023-02-28,12.47
C0061,2023-03-01,15.44
C0061,2023-03-02,12.11
C0061,2023-03-03,12.79
C0061,2023-03-04,10.43
C0061,2023-03-05,11.98
C0061,2023-03-06,12.06
C0061,2023-03-07,14.93
C0061,2023-03-08,13.34
C0061,2023-03-09,12.18
C0061,2023-03-10,14.52
C0061,2023-03-11,14.75
C0061,2023-03-12,15.81
C0061,2023-03-13,18.56
C0061,2023-03-14,14.91
C0061,2023-03-15,13.27
C0061,2023-03-16,14.15
C0061,2023-03-17,12.82
C0061,2023-03-18,17.39
C0061,2023-03-19,13.51
C0061,2023-03-20,11.59
C0061,2023-03-21,11.89
C0061,2023-03-22,18.97
C0061,2023-03-23,13.01
C0061,2023-03-24,16.62
C0061,2023-03-25,14.27
C0061,2023-03-26,10.71
C0061,2023-03-27,14.85
C0061,2023-03-28,14.35
C0061,2023-03-29,13.28
C0061,2023-03-30,12.6
C0061,2023-03-31,13.67
C0061,2023-04-01,16.12
C0061,2023-04-02,17.65
C0061,2023-04-03,13.3
C0061,2023-04-04,19.56
C0061,2023-04-05,12.22
C0061,2023-04-06,14.68
C0061,2023-04-07,12.92
C0061,2023-04-08,10.2
C0061,2023-04-09,14.82
C0061,2023-04-10,14.99
C0061,2023-04-11,13.31
C0061,2023-04-12,11.29
C0061,2023-04-13,9.3
C0061,2023-04-14,11.11
C0061,2023-04-15,13.99
C0061,2023-04-16,13.63
C0061,2023-04-17,14.98
C0061,2023-04-18,14.12
C0061,2023-04-19,16.46
C0061,2023-04-20,13.35
C0061,2023-04-21,13.97
C0061,2023-04-22,15.07
C0061,2023-04-23,17.29
C0061,2023-04-24,11.79
C0061,2023-04-25,10.56
C0061,2023-04-26,12.27
C0061,2023-04-27,15.04
C0061,2023-04-28,17.24
C0061,2023-04-29,15.53
C0061,2023-04-30,9.25
C0061,2023-05-01,10.4
C0061,2023-05-02,12.47
C0061,2023-05-03,14.41
C0061,2023-05-04,13.12
C0061,2023-05-05,15.11
C0061,2023-05-06,14.72
C0061,2023-05-07,9.16
C0061,2023-05-08,14.22
C0061,2023-05-09,13.64
C0061,2023-05-10,15.14
C0061,2023-05-11,9.3
C0061,2023-05-12,14.54
C0061,2023-05-13,9.07
C0061,2023-05-14,14.8
C0061,2023-05-15,15.94
C0061,2023-05-16,14.64
C0061,2023-05-17,12.49
C0061,2023-05-18,13.19
C0061,2023-05-19,9.98
C0061,2023-05-20,16.83
C0061,2023-05-21,12.25
C0061,2023-05-22,16.54
C0061,2023-05-23,14.51
C0061,2023-05-24,17.89
C0061,2023-05-25,11.38
C0061,2023-05-26,15.02
C0061,2023-05-27,16.33
C0061,2023-05-28,16.49
C0061,2023-05-29,13.47
C0061,2023-05-30,11.53
C0061,2023-05-31,14.83
C0061,2023-06-01,12.27
C0061,2023-06-02,15.68
C0061,2023-06-03,14.2
C0061,2023-06-04,10.46
C0061,2023-06-05,18.66
C0061,2023-06-06,12.68
C0061,2023-06-07,17.54
C0061,2023-06-08,14.7
C0061,2023-06-09,15.49
C0061,2023-06-10,13.89
C0061,2023-06-11,10.22
C0061,2023-06-12,15.86
C0061,2023-06-13,11.89
C0061,2023-06-14,12.59
C0061,2023-06-15,14.03
C0061,2023-06-16,14.88
C0061,2023-06-17,10.19
C0061,2023-06-18,15.13
C0061,2023-06-19,12.07
C0061,2023-06-20,12.27
C0061,2023-06-21,13.73
C0061,2023-06-22,16.22
C0061,2023-06-23,12.54
C0061,2023-06-24,17.69
C0061,2023-06-25,17.21
C0061,2023-06-26,13.9
C0061,2023-06-27,17.47
C0061,2023-06-28,19.47
C0061,2023-06-29,13.87
C0062,2023-01-01,11.43
C0062,2023-01-02,14.13
C0062,2023-01-03,16.35
C0062,2023-01-04,11.91
C0062,2023-01-05,16.56
C0062,2023-01-06,14.35
C0062,2023-01-07,14.91
C0062,2023-01-08,14.94
C0062,2023-01-09,9.42
C0062,2023-01-10,14.42
C0062,2023-01-11,11.64
C0062,2023-01-12,14.79
C0062,2023-01-13,11.34
C0062,2023-01-14,12.84
C0062,2023-01-15,12.74
C0062,2023-01-16,9.87
C0062,2023-01-17,15.03
C0062,2023-01-18,16.71
C0062,2023-01-19,14.79
C0062,2023-01-20,8.52
C0062,2023-01-21,15.24
C0062,2023-01-22,8.59
C0062,2023-01-23,12.36
C0062,2023-01-24,15.73
C0062,2023-01-25,12.37
C0062,2023-01-26,13.61
C0062,2023-01-27,13.62
C0062,2023-01-28,12.5
C0062,2023-01-29,12.09
C0062,2023-01-30,11.55
C0062,2023-01-31,16.55
C0062,2023-02-01,15.54
C0062,2023-02-02,12.58
C0062,2023-02-03,13.21
C0062,2023-02-04,15.82
C0062,2023-02-05,14.09
C0062,2023-02-06,10.42
C0062,2023-02-07,12.45
C0062,2023-02-08,11.84
C0062,2023-02-09,11.14
C0062,2023-02-10,13.22
C0062,2023-02-11,11.21
C0062,2023-02-12,12.58
C0062,2023-02-13,13.76
C0062,2023-02-14,12.86
C0062,2023-02-15,11.11
C0062,2023-02-16,16.06
C0062,2023-02-17,9.64
C0062,2023-02-18,9.68
C0062,2023-02-19,11.66
C0062,2023-02-20,10.73
C0062,2023-02-21,9.71
C0062,2023-02-22,16.51
C0062,2023-02-23,12.78
C0062,2023-02-24,11.92
C0062,2023-02-25,14.29
C0062,2023-02-26,13.29
C0062,2023-02-27,13.55
C0062,2023-02-28,12.41
C0062,2023-03-01,13.25
C0062,2023-03-02,14.53
C0062,2023-03-03,14.28
C0062,2023-03-04,10.91
C0062,2023-03-05,15.52
C0062,2023-03-06,12.71
C0062,2023-03-07,12.75
C0062,2023-03-08,18.14
C0062,2023-03-09,12.71
C0062,2023-03-10,14.25
C0062,2023-03-11,13.74
C0062,2023-03-12,12.73
C0062,2023-03-13,14.03
C0062,2023-03-14,11.15
C0062,2023-03-15,11.49
C0062,2023-03-16,12.36
C0062,2023-03-17,12.71
C0062,2023-03-18,12.8
C0062,2023-03-19,12.46
C0062,2023-03-20,11.78
C0062,2023-03-21,12.94
C0062,2023-03-22,13.82
C0062,2023-03-23,16.07
C0062,2023-03-24,14.87
C0062,2023-03-25,13.98
C0062,2023-03-26,12.53
C0062,2023-03-27,13.29
C0062,2023-03-28,12.38
C0062,2023-03-29,13.58
C0062,2023-03-30,15.98
C0062,2023-03-31,12.16
C0062,2023-04-01,13.95
C0062,2023-04-02,16.1
C0062,2023-04-03,12.66
C0062,2023-04-04,13.25
C0062,2023-04-05,11.56
C0062,2023-04-06,18.85
C0062,2023-04-07,15.68
C0062,2023-04-08,12.52
C0062,2023-04-09,10.29
C0062,2023-04-10,14.2
C0062,2023-04-11,11.8
C0062,2023-04-12,18.84
C0062,2023-04-13,13.05
C0062,2023-04-14,16.06
C0062,2023-04-15,11.94
C0062,2023-04-16,16.9
C0062,2023-04-17,13.03
C0062,2023-04-18,11.46
C0062,2023-04-19,12.76
C0062,2023-04-20,12.6
C0062,2023-04-21,13.84
C0062,2023-04-22,13.3
C0062,2023-04-23,13.67
C0062,2023-04-24,15.04
C0062,2023-04-25,16.6
C0062,2023-04-26,11.84
C0062,2023-04-27,17.26
C0062,2023-04-28,12.42
C0062,2023-04-29,14.99
C0062,2023-04-30,14.79
C0062,2023-05-01,13.47
C0062,2023-05-02,10.91
C0062,2023-05-03,12.53
C0062,2023-05-04,9.5
C0062,2023-05-05,12.46
C0062,2023-05-06,15.0
C0062,2023-05-07,16.14
C0062,2023-05-08,13.47
C0062,2023-05-09,11.84
C0062,2023-05-10,15.04
C0062,2023-05-11,10.31
C0062,2023-05-12,12.1
C0062,2023-05-13,18.54
C0062,2023-05-14,13.71
C0062,2023-05-15,8.25
C0062,2023-05-16,9.1
C0062,2023-05-17,10.15
C0062,2023-05-18,12.04
C0062,2023-05-19,12.6
C0062,2023-05-20,12.94
C0062,2023-05-21,16.26
C0062,2023-05-22,15.08
C0062,2023-05-23,13.71
C0062,2023-05-24,12.85
C0062,2023-05-25,12.05
C0062,2023-05-26,15.69
C0062,2023-05-27,13.35
C0062,2023-05-28,12.94
C0062,2023-05-29,13.45
C0062,2023-05-30,14.13
C0062,2023-05-31,15.16
C0062,2023-06-01,15.09
C0062,2023-06-02,11.12
C0062,2023-06-03,14.59
C0062,2023-06-04,12.42
C0062,2023-06-05,7.99
C0062,2023-06-06,13.37
C0062,2023-06-07,13.34
C0062,2023-06-08,12.2
C0062,2023-06-09,15.54
C0062,2023-06-10,13.84
C0062,2023-06-11,13.8
C0062,2023-06-12,11.55
C0062,2023-06-13,11.67
C0062,2023-06-14,12.61
C0062,2023-06-15,14.34
C0062,2023-06-16,12.99
C0062,2023-06-17,11.97
C0062,2023-06-18,11.62
C0062,2023-06-19,12.58
C0062,2023-06-20,15.37
C0062,2023-06-21,11.74
C0062,2023-06-22,14.01
C0062,2023-06-23,10.27
C0062,2023-06-24,14.5
C0062,2023-06-25,11.19
C0062,2023-06-26,8.96
C0062,2023-06-27,15.57
C0062,2023-06-28,12.66
C0062,2023-06-29,14.4
C0063,2023-01-01,12.57
C0063,2023-01-02,14.5
C0063,2023-01-03,14.68
C0063,2023-01-04,14.24
C0063,2023-01-05,14.13
C0063,2023-01-06,12.41
C0063,2023-01-07,15.6
C0063,2023-01-08,9.61
C0063,2023-01-09,15.89
C0063,2023-01-10,12.34
C0063,2023-01-11,8.29
C0063,2023-01-12,10.21
C0063,2023-01-13,14.52
C0063,2023-01-14,10.0
C0063,2023-01-15,12.42
C0063,2023-01-16,7.39
C0063,2023-01-17,14.87
C0063,2023-01-18,13.05
C0063,2023-01-19,12.71
C0063,2023-01-20,10.92
C0063,2023-01-21,10.25
C0063,2023-01-22,12.59
C0063,2023-01-23,8.18
C0063,2023-01-24,15.1
C0063,2023-01-25,13.82
C0063,2023-01-26,13.62
C0063,2023-01-27,9.46
C0063,2023-01-28,15.68
C0063,2023-01-29,10.94
C0063,2023-01-30,10.96
C0063,2023-01-31,11.04
C0063,2023-02-01,10.4
C0063,2023-02-02,11.82
C0063,2023-02-03,13.23
C0063,2023-02-04,12.29
C0063,2023-02-05,12.42
C0063,2023-02-06,7.7
C0063,2023-02-07,12.32
C0063,2023-02-08,11.05
C0063,2023-02-09,13.0
C0063,2023-02-10,11.83
C0063,2023-02-11,16.51
C0063,2023-02-12,14.67
C0063,2023-02-13,10.47
C0063,2023-02-14,14.09
C0063,2023-02-15,10.84
C0063,2023-02-16,15.12
C0063,2023-02-17,9.74
C0063,2023-02-18,11.14
C0063,2023-02-19,9.86
C0063,2023-02-20,15.49
C0063,2023-02-21,13.32
C0063,2023-02-22,11.84
C0063,2023-02-23,11.37
C0063,2023-02-24,9.16
C0063,2023-02-25,14.33
C0063,2023-02-26,13.39
C0063,2023-02-27,13.9
C0063,2023-02-28,11.08
C0063,2023-03-01,11.62
C0063,2023-03-02,13.09
C0063,2023-03-03,11.17
C0063,2023-03-04,15.96
C0063,2023-03-05,8.64
C0063,2023-03-06,11.99
C0063,2023-03-07,12.62
C0063,2023-03-08,8.47
C0063,2023-03-09,14.25
C0063,2023-03-10,10.73
C0063,2023-03-11,10.86
C0063,2023-03-12,16.88
C0063,2023-03-13,14.34
C0063,2023-03-14,12.84
C0063,2023-03-15,9.99
C0063,2023-03-16,10.8
C0063,2023-03-17,10.68
C0063,2023-03-18,15.59
C0063,2023-03-19,17.17
C0063,2023-03-20,11.0
C0063,2023-03-21,15.2
C0063,2023-03-22,11.39
C0063,2023-03-23,11.25
C0063,2023-03-24,13.88
C0063,2023-03-25,12.25
C0063,2023-03-26,15.82
C0063,2023-03-27,16.32
C0063,2023-03-28,12.7
C0063,2023-03-29,10.43
C0063,2023-03-30,13.72
C0063,2023-03-31,12.74
C0063,2023-04-01,13.65
C0063,2023-04-02,11.77
C0063,2023-04-03,17.16
C0063,2023-04-04,13.4
C0063,2023-04-05,11.34
C0063,2023-04-06,9.13
C0063,2023-04-07,14.58
C0063,2023-04-08,13.81
C0063,2023-04-09,14.38
C0063,2023-04-10,11.74
C0063,2023-04-11,10.18
C0063,2023-04-12,13.36
C0063,2023-04-13,12.12
C0063,2023-04-14,15.1
C0063,2023-04-15,10.08
C0063,2023-04-16,9.13
C0063,2023-04-17,8.05
C0063,2023-04-18,15.55
C0063,2023-04-19,10.6
C0063,2023-04-20,13.5
C0063,2023-04-21,11.74
C0063,2023-04-22,11.45
C0063,2023-04-23,13.67
C0063,2023-04-24,13.67
C0063,2023-04-25,12.6
C0063,2023-04-26,12.72
C0063,2023-04-27,11.22
C0063,2023-04-28,17.63
C0063,2023-04-29,13.32
C0063,2023-04-30,12.26
C0063,2023-05-01,14.42
C0063,2023-05-02,12.11
C0063,2023-05-03,11.67
C0063,2023-05-04,13.75
C0063,2023-05-05,10.54
C0063,2023-05-06,7.56
C0063,2023-05-07,10.44
C0063,2023-05-08,15.53
C0063,2023-05-09,10.04
C0063,2023-05-10,9.7
C0063,2023-05-11,6.4
C0063,2023-05-12,9.81
C0063,2023-05-13,16.35
C0063,2023-05-14,10.76
C0063,2023-05-15,12.51
C0063,2023-05-16,13.81
C0063,2023-05-17,12.15
C0063,2023-05-18,12.7
C0063,2023-05-19,16.77
C0063,2023-05-20,12.0
C0063,2023-05-21,10.4
C0063,2023-05-22,16.21
C0063,2023-05-23,9.96
C0063,2023-05-24,13.63
C0063,2023-05-25,10.57
C0063,2023-05-26,10.6
C0063,2023-05-27,8.29
C0063,2023-05-28,10.62
C0063,2023-05-29,14.09
C0063,2023-05-30,9.3
C0063,2023-05-31,12.05
C0063,2023-06-01,15.49
C0063,2023-06-02,10.23
C0063,2023-06-03,11.28
C0063,2023-06-04,11.47
C0063,2023-06-05,15.71
C0063,2023-06-06,9.72
C0063,2023-06-07,15.92
C0063,2023-06-08,14.02
C0063,2023-06-09,11.56
C0063,2023-06-10,10.58
C0063,2023-06-11,13.17
C0063,2023-06-12,13.42
C0063,2023-06-13,12.24
C0063,2023-06-14,18.05
C0063,2023-06-15,15.94
C0063,2023-06-16,11.04
C0063,2023-06-17,13.98
C0063,2023-06-18,14.03
C0063,2023-06-19,12.29
C0063,2023-06-20,12.45
C0063,2023-06-21,13.92
C0063,2023-06-22,11.49
C0063,2023-06-23,13.98
C0063,2023-06-24,12.99
C0063,2023-06-25,10.04
C0063,2023-06-26,11.83
C0063,2023-06-27,13.75
C0063,2023-06-28,15.8
C0063,2023-06-29,16.23
C0064,2023-01-01,7.23
C0064,2023-01-02,6.19
C0064,2023-01-03,10.01
C0064,2023-01-04,10.89
C0064,2023-01-05,6.96
C0064,2023-01-06,10.85
C0064,2023-01-07,9.86
C0064,2023-01-08,11.96
C0064,2023-01-09,6.38
C0064,2023-01-10,10.29
C0064,2023-01-11,11.59
C0064,2023-01-12,9.96
C0064,2023-01-13,6.73
C0064,2023-01-14,4.79
C0064,2023-01-15,12.5
C0064,2023-01-16,9.36
C0064,2023-01-17,10.76
C0064,2023-01-18,12.73
C0064,2023-01-19,12.56
C0064,2023-01-20,7.68
C0064,2023-01-21,6.07
C0064,2023-01-22,10.46
C0064,2023-01-23,11.97
C0064,2023-01-24,14.52
C0064,2023-01-25,10.49
C0064,2023-01-26,9.22
C0064,2023-01-27,10.49
C0064,2023-01-28,7.18
C0064,2023-01-29,5.2
C0064,2023-01-30,12.19
C0064,2023-01-31,7.64
C0064,2023-02-01,6.16
C0064,2023-02-02,9.8
C0064,2023-02-03,8.72
C0064,2023-02-04,9.79
C0064,2023-02-05,10.97
C0064,2023-02-06,9.99
C0064,2023-02-07,10.43
C0064,2023-02-08,8.74
C0064,2023-02-09,11.11
C0064,2023-02-10,11.14
C0064,2023-02-11,11.54
C0064,2023-02-12,8.91
C0064,2023-02-13,11.26
